Account,Coin,Execution Price,Size Tokens,Size USD,Side,Timestamp IST,Start Position,Direction,Closed PnL,Transaction Hash,Order ID,Crossed,Fee,Trade ID,Timestamp,date,classification
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9315,200.0,1586.3,BUY,2024-02-12 22:54:00,5585.384432,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.07,371000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9323,294.37,2335.03,BUY,2024-02-12 22:54:00,5785.314432,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.10302938,217000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9324,259.34,2057.19,BUY,2024-02-12 22:54:00,6079.581403,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.09076899,1090000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9355,311.25,2469.92,BUY,2024-02-12 22:54:00,6338.830634,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.10893743,451000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9369,94.79,752.34,BUY,2024-02-12 22:54:00,6649.971696,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.03317642,174000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9377,144.09,1143.74,BUY,2024-02-12 22:54:00,6744.72852,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.05043148,159000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.9457,110.82,880.54,BUY,2024-02-12 22:54:00,6888.768089,Buy,0.0,0xef8b5ed662586d4455030418413ecd01f3009832c599baba9307c5e77a0a81f3,52019096364.0,True,0.03878689,720000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4791,2.0,14.96,BUY,2024-02-12 23:13:00,6999.549302,Buy,0.0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688.0,True,0.00069995,1040000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4832,144.09,1078.25,BUY,2024-02-12 23:13:00,7001.548602,Buy,0.0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688.0,True,0.05043149,385000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.4898,340.3,2548.78,BUY,2024-02-12 23:13:00,7145.58817,Buy,0.0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688.0,True,0.11910491,227000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.49,1513.61,11336.94,BUY,2024-02-12 23:13:00,7485.769065,Buy,0.0,0x40a5eae7d00acbbfc3c7041841836c02010a00f9d7d3efb504650447a28be717,52025109688.0,True,0.52976341,245000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5204,100.0,752.04,BUY,2024-02-12 23:21:00,8998.849302,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.035,302000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5205,80.84,607.96,BUY,2024-02-12 23:21:00,9098.814302,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.02829399,248000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5207,144.09,1083.66,BUY,2024-02-12 23:21:00,9179.626008,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.05043147,524000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5282,144.09,1084.74,BUY,2024-02-12 23:21:00,9323.665576,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.05043144,234000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5354,98.0,738.47,BUY,2024-02-12 23:21:00,9467.705145,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.03429997,408000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5356,43.09,324.71,BUY,2024-02-12 23:21:00,9565.670845,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.01508147,969000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5357,144.09,1085.82,BUY,2024-02-12 23:21:00,9608.745764,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.05043141,88000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5359,133.07,1002.8,BUY,2024-02-12 23:21:00,9752.785332,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.04657439,1020000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,7.5362,114.73,864.63,BUY,2024-02-12 23:21:00,9885.808758,Buy,0.0,0xd273459b8ff175c0c53d041841a2b00201f80053c9adb62a930c0ff2b3d863c0,52027812614.0,True,0.04015538,920000000000000.0,1730000000000.0,2024-02-12,Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.057,2446.39,22156.95,SELL,2024-03-12 14:39:00,10000.4986,Sell,3008.231185,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,7.754933,519000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.057,25.0,226.43,SELL,2024-03-12 14:39:00,7554.108602,Sell,30.741534,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.079248,335000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.048,33.4,302.2,SELL,2024-03-12 14:39:00,7529.108602,Sell,40.770089,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.105771,514000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0464,200.0,1809.28,SELL,2024-03-12 14:39:00,7495.708602,Sell,243.812267,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.633248,954000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0424,209.26,1892.21,SELL,2024-03-12 14:39:00,7295.708602,Sell,254.263735,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.662274,747000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0424,20.0,180.85,SELL,2024-03-12 14:39:00,7086.448602,Sell,24.301227,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.063296,843000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0417,110.8,1001.82,SELL,2024-03-12 14:39:00,7066.448602,Sell,134.551236,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.350637,980000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,34.0,307.36,SELL,2024-03-12 14:39:00,6955.648602,Sell,41.230486,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.107576,759000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,500.0,4520.0,SELL,2024-03-12 14:39:00,6921.648602,Sell,606.330666,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,1.582,922000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.04,500.0,4520.0,SELL,2024-03-12 14:39:00,6421.648602,Sell,606.330666,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,1.582,300000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0397,127.33,1151.03,SELL,2024-03-12 14:39:00,5921.648602,Sell,154.369969,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.402858,688000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.039,143.53,1297.37,SELL,2024-03-12 14:39:00,5794.318602,Sell,173.909751,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.454078,719000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0354,11.17,100.93,SELL,2024-03-12 14:39:00,5650.788602,Sell,13.494046,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.035323,1080000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0346,127.33,1150.38,SELL,2024-03-12 14:39:00,5639.618602,Sell,153.720586,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.402631,1000000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0333,73.07,660.06,SELL,2024-03-12 14:39:00,5512.288602,Sell,88.119595,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.231022,848000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0327,28.27,255.35,SELL,2024-03-12 14:39:00,5439.218602,Sell,34.075565,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.089374,861000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0303,212.61,1919.93,SELL,2024-03-12 14:39:00,5410.948602,Sell,255.761609,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.671976,91400000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0303,38.8,350.38,SELL,2024-03-12 14:39:00,5198.338602,Sell,46.6749,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.122631,1000000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.03,144.09,1301.13,SELL,2024-03-12 14:39:00,5159.538602,Sell,173.291472,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.455396,544000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.03,14.95,135.0,SELL,2024-03-12 14:39:00,5015.448602,Sell,17.979787,0x7b57a76296641058064004184ed84d01d0005daded345e8e64aab2df686f3b1d,52200758791.0,True,0.047249,776000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.03,7.47,1755.67,BUY,2024-03-12 14:42:00,0.0,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,0.614485,775000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.04,9.02,2120.06,BUY,2024-03-12 14:42:00,7.47,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,0.742021,542000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.04,7.72,1814.51,BUY,2024-03-12 14:42:00,16.49,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,0.635078,630000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.09,3.66,860.43,BUY,2024-03-12 14:42:00,24.21,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,0.30115,849000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.09,15.45,3632.14,BUY,2024-03-12 14:42:00,27.87,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,1.271249,796000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.13,156.68,36840.17,BUY,2024-03-12 14:42:00,43.32,Open Long,0.0,0xc35da30116f8a8e1833a04184ee1920201d600c7304c977e72b04c86097a6156,52201279961.0,True,12.894058,674000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.25,7.89,1856.12,BUY,2024-03-12 14:44:00,200.0,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.649642,792000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.28,9.07,2133.99,BUY,2024-03-12 14:44:00,207.89,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.746896,987000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.28,7.66,1802.24,BUY,2024-03-12 14:44:00,216.96,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.630785,872000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.45,13.17,3100.88,BUY,2024-03-12 14:44:00,224.62,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.085306,121000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.48,13.17,3101.27,BUY,2024-03-12 14:44:00,237.79,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.085445,419000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.48,3.19,751.18,BUY,2024-03-12 14:44:00,250.96,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.262913,563000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.5,9.83,2314.97,BUY,2024-03-12 14:44:00,254.15,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.810237,938000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.51,13.16,3099.31,BUY,2024-03-12 14:44:00,263.98,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.084759,349000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.53,2.42,569.98,BUY,2024-03-12 14:44:00,277.14,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,0.199493,232000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.54,44.5,10481.53,BUY,2024-03-12 14:44:00,279.56,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,3.668535,75700000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.55,13.16,3099.84,BUY,2024-03-12 14:44:00,324.06,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.084943,157000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.57,13.16,3100.1,BUY,2024-03-12 14:44:00,337.22,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.085035,983000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.59,16.61,3913.15,BUY,2024-03-12 14:44:00,350.38,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.369602,733000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.59,17.31,4078.06,BUY,2024-03-12 14:44:00,366.99,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,1.427322,957000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,AAVE,235.65,115.7,27264.71,BUY,2024-03-12 14:44:00,384.3,Open Long,0.0,0x65745825ce5b5f6d49fe04184eeaa2020157009314024d2209f314d559eba712,52201753723.0,True,9.542646,155000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,@107,9.0756,100.0,907.56,SELL,2024-03-12 15:22:00,5000.498602,Sell,124.826134,0x125ea070e5b6af24d28e04184f784a02018f001d1acb12d38da77f72a68ac0db,52209955900.0,True,0.317646,188000000000000.0,1730000000000.0,2024-03-12,Extreme Greed
